ReNummer,SummeNetto,MwStSatz,ZahlungsbetragBrutto,KdNr,Summenebenkosten,ReDatum,Zahlungsdatum
102199,55.29,0,55.29,79505,0,2024-12-17 00:00:00,2024-12-11 00:00:00
102198,104,7,111.28,80346,0,2024-12-17 00:00:00,2024-11-13 00:00:00
102197,300,0,300,78721,0,2024-12-17 00:00:00,2025-01-16 00:00:00
102196,7149.34,0,6906.85,79705,242.49,2024-12-17 00:00:00,2025-01-21 00:00:00
102195,85,7,90.95,79184,0,2024-12-17 00:00:00,2025-01-07 00:00:00
102194,6200,7,6634,12392,0,2024-12-17 00:00:00,2025-01-06 00:00:00
102193,800,0,800,79998,0,2024-12-17 00:00:00,2025-04-02 00:00:00
102192,1016,0,957.97,80242,58.03,2024-12-17 00:00:00,2025-01-06 00:00:00
102191,600,0,600,80777,0,2024-12-17 00:00:00,2024-12-19 00:00:00
102190,240,0,240,80522,0,2024-12-17 00:00:00,2024-12-24 00:00:00
102189,8238,0,7671.9,81084,566.1,2024-12-17 00:00:00,2025-01-14 00:00:00
102188,690.9,0,656.35,78568,34.55,2024-12-17 00:00:00,2025-02-25 00:00:00
102187,488.4,0,434.56,78567,53.84,2024-12-17 00:00:00,2025-02-25 00:00:00
102186,171.5,7,183.51,12033,0,2024-12-17 00:00:00,2024-12-30 00:00:00
102185,636,7,680.52,10060,0,2024-12-09 00:00:00,2024-12-09 00:00:00
102184,2250,7,2407.5,10813,0,2024-11-30 00:00:00,2024-12-06 00:00:00
102183,398.4,0,398.4,78566,0,2024-12-16 00:00:00,2025-02-25 00:00:00
102182,60,7,64.2,11302,0,2024-11-30 00:00:00,2024-12-12 00:00:00
102181,40,7,42.8,20107,0,2024-11-30 00:00:00,2024-12-11 00:00:00
102180,250,7,267.5,11684,0,2024-12-16 00:00:00,2025-01-09 00:00:00
102179,300,0,290.64,80348,9.36,2024-12-16 00:00:00,2024-12-29 00:00:00
102178,136.58,0,0,10990,0,2024-12-16 00:00:00,NULL
102177,240,0,0,72824,0,2024-12-16 00:00:00,NULL
102176,571.15,0,555.63,79705,15.52,2024-12-16 00:00:00,2025-02-11 00:00:00
102175,3712.5,7,3972.38,10845,0,2024-12-16 00:00:00,2025-01-09 00:00:00
102174,112,0,112,81077,0,2024-12-16 00:00:00,2025-01-16 00:00:00
102173,1800,7,1926,72868,0,2024-12-13 00:00:00,2025-01-03 00:00:00
102172,400,7,428,72868,0,2024-12-13 00:00:00,2025-02-18 00:00:00
102171,22012.08,7,23552.93,40003,0,2024-12-13 00:00:00,2024-12-13 00:00:00
102170,100,7,107,11684,0,2024-12-13 00:00:00,2025-01-07 00:00:00
102169,520,7,556.4,11918,0,2024-12-12 00:00:00,2024-12-20 00:00:00
102168,700,7,749,72868,0,2024-12-12 00:00:00,2025-01-03 00:00:00
102167,448,7,479.36,79936,0,2024-12-12 00:00:00,2024-12-16 00:00:00
102166,24,7,25.68,10207,0,2024-12-12 00:00:00,2024-12-19 00:00:00
102165,70,0,70,20348,0,2024-12-12 00:00:00,2024-12-18 00:00:00
102164,4118.34,0,4118.34,78042,0,2024-12-12 00:00:00,2024-12-19 00:00:00
102163,3599,7,3850.93,20080,0,2024-12-12 00:00:00,2024-12-20 00:00:00
102162,604,7,646.28,79666,0,2024-12-11 00:00:00,2024-12-11 00:00:00
102161,90,7,96.3,10231,0,2024-12-11 00:00:00,2024-12-11 00:00:00
102160,400,7,428,11328,0,2024-12-12 00:00:00,2024-12-24 00:00:00
102159,29.5,0,29.5,78279,0,2024-12-12 00:00:00,2024-12-03 00:00:00
102158,350,0,350,79199,0,2024-12-12 00:00:00,2024-12-16 00:00:00
102157,180,7,192.6,20524,0,2024-12-12 00:00:00,2024-12-16 00:00:00
102156,1166.67,0,1166.67,79791,0,2024-12-12 00:00:00,2025-02-10 00:00:00
102155,225,0,225,79150,0,2024-12-12 00:00:00,2024-12-18 00:00:00
102154,3000,0,3009.61,78841,-9.61,2024-12-12 00:00:00,2025-01-23 00:00:00
102153,2000,0,2000,20223,0,2024-12-12 00:00:00,2025-03-24 00:00:00
102152,1450,7,1551.5,80675,0,2024-12-12 00:00:00,2024-12-19 00:00:00
102151,1164,0,1164,11250,0,2024-12-12 00:00:00,2024-12-23 00:00:00
102150,2250,0,0,80874,0,2024-12-11 00:00:00,NULL
102149,666.67,0,666.67,77513,0,2024-12-11 00:00:00,2025-01-09 00:00:00
102148,1333.34,0,1286.79,77513,46.55,2024-12-11 00:00:00,2025-01-09 00:00:00
102147,1250,0,1187.5,80073,62.5,2024-12-11 00:00:00,2025-02-11 00:00:00
102146,375,0,375,81151,0,2024-12-11 00:00:00,2025-03-21 00:00:00
102145,1680,0,1680,81137,0,2024-12-11 00:00:00,2024-12-31 00:00:00
102144,181.84,0,165.8,81070,16.04,2024-12-11 00:00:00,2025-01-13 00:00:00
102143,1212,0,1181.08,80965,30.92,2024-12-11 00:00:00,2025-02-26 00:00:00
102142,300,0,300,78775,0,2024-12-11 00:00:00,2024-12-23 00:00:00
102141,212.17,0,203.81,80698,8.36,2024-12-11 00:00:00,2025-01-08 00:00:00
102140,400,0,400,80130,0,2024-12-11 00:00:00,2024-12-23 00:00:00
102139,750,0,750,80188,0,2024-12-11 00:00:00,2024-12-23 00:00:00
102138,2124.8,7,2273.54,11104,0,2024-12-11 00:00:00,2024-12-19 00:00:00
102137,750,0,750,80188,0,2024-12-11 00:00:00,2024-12-23 00:00:00
102136,1500,0,1500,80188,0,2024-12-11 00:00:00,2024-12-23 00:00:00
102135,160,7,171.2,10757,0,2024-12-11 00:00:00,2024-12-19 00:00:00
102134,2000,0,1940,80065,60,2024-12-11 00:00:00,2025-02-03 00:00:00
102133,85,0,85,30217,0,2024-12-11 00:00:00,2024-12-19 00:00:00
102132,495,7,529.65,79476,0,2024-12-11 00:00:00,2024-12-06 00:00:00
102131,275,7,294.25,79482,0,2024-12-11 00:00:00,2024-12-27 00:00:00
102130,300,7,321,78563,0,2024-12-11 00:00:00,2024-12-16 00:00:00
102129,339,7,362.73,20985,0,2024-12-11 00:00:00,2025-01-09 00:00:00
102128,2550,0,2550,78281,0,2024-12-11 00:00:00,2025-01-09 00:00:00
102127,240,7,256.8,78338,0,2024-12-11 00:00:00,2024-12-12 00:00:00
102126,500,7,535,10794,0,2024-12-11 00:00:00,2024-12-18 00:00:00
102125,650,7,695.5,21119,0,2024-12-11 00:00:00,2024-12-23 00:00:00
102124,1375,7,1471.25,21074,0,2024-12-11 00:00:00,2024-12-19 00:00:00
102123,458.33,7,490.41,20782,0,2024-12-11 00:00:00,2024-12-27 00:00:00
102122,680,7,727.6,10311,0,2024-12-11 00:00:00,2025-01-02 00:00:00
102121,348,7,372.36,75097,0,2024-12-11 00:00:00,2024-12-12 00:00:00
102120,1325,7,1417.75,10905,0,2024-12-11 00:00:00,2024-12-17 00:00:00
102119,200,7,214,20020,0,2024-12-11 00:00:00,2024-12-20 00:00:00
102118,70,7,74.9,11535,0,2024-12-11 00:00:00,2024-12-19 00:00:00
102117,3500,7,3745,20020,0,2024-12-11 00:00:00,2024-12-20 00:00:00
102116,2000,7,2140,11190,0,2024-12-11 00:00:00,2025-01-09 00:00:00
102115,49,7,52.43,50178,0,2024-12-11 00:00:00,2024-12-19 00:00:00
102114,420,7,449.4,20908,0,2024-11-30 00:00:00,2024-12-12 00:00:00
102113,60,0,60,78522,0,2024-12-10 00:00:00,2025-01-10 00:00:00
102112,1258,0,1258,11181,0,2024-12-10 00:00:00,2024-12-24 00:00:00
102111,40,0,40,50513,0,2024-12-10 00:00:00,2024-12-19 00:00:00
102110,9.54,0,9.54,80244,0,2024-12-10 00:00:00,2025-01-29 00:00:00
102109,240,0,240,80518,0,2024-12-10 00:00:00,2024-12-05 00:00:00
102108,302.95,0,0,79699,0,2024-12-10 00:00:00,NULL
102107,625,0,625,79026,0,2024-12-10 00:00:00,2025-03-14 00:00:00
102106,420,0,420,80843,0,2024-12-10 00:00:00,2025-01-02 00:00:00
102105,1697,0,1671.62,80876,25.38,2024-12-10 00:00:00,2024-12-12 00:00:00
102104,333.33,0,333.33,80875,0,2024-12-10 00:00:00,2025-01-08 00:00:00
102103,483.1,0,474.55,80442,8.55,2024-12-10 00:00:00,2024-12-11 00:00:00
102102,1000,0,1000,80837,0,2024-12-10 00:00:00,2025-01-13 00:00:00
102101,1050,0,1050,80598,0,2024-12-10 00:00:00,2024-12-20 00:00:00
102100,2917,0,2917,79222,0,2024-12-10 00:00:00,2024-12-20 00:00:00
102099,142.47,0,137.86,80493,4.61,2024-12-10 00:00:00,2024-12-30 00:00:00
102098,60.6,0,60.6,80028,0,2024-12-10 00:00:00,2024-12-24 00:00:00
102097,642,0,642,80201,0,2024-12-10 00:00:00,2024-12-30 00:00:00
102096,20,7,21.4,12672,0,2024-12-06 00:00:00,2024-12-09 00:00:00
102095,292,0,292,79631,0,2024-12-10 00:00:00,2024-12-23 00:00:00
102094,1092,0,1105.79,79497,-13.79,2024-12-10 00:00:00,2025-01-10 00:00:00
102093,240,0,240,79046,0,2024-12-10 00:00:00,2024-12-10 00:00:00
102092,625,0,625,80562,0,2024-12-10 00:00:00,2024-12-17 00:00:00
102091,426.08,0,420.93,79180,5.15,2024-12-10 00:00:00,2025-01-24 00:00:00
102090,1284.37,0,1220.15,20585,64.22,2024-12-10 00:00:00,2025-02-14 00:00:00
102089,161.09,0,0,20651,0,2024-12-10 00:00:00,NULL
102088,288,0,288,79195,0,2024-12-10 00:00:00,2024-12-11 00:00:00
102087,203.5,7,217.75,12122,0,2024-11-30 00:00:00,2024-12-04 00:00:00
102086,37.5,7,40.13,20843,0,2024-12-09 00:00:00,2025-01-16 00:00:00
102085,111,7,118.77,12122,0,2024-11-30 00:00:00,2024-12-04 00:00:00
102084,225,7,240.75,20843,0,2024-12-09 00:00:00,2024-12-30 00:00:00
102083,139.5,7,149.27,20843,0,2024-12-09 00:00:00,2025-01-09 00:00:00
102082,112,7,119.84,20018,0,2024-12-09 00:00:00,2024-12-10 00:00:00
102081,120,7,128.4,73782,0,2024-12-09 00:00:00,2024-12-23 00:00:00
102080,1000,0,1000,10251,0,2024-12-09 00:00:00,2025-01-09 00:00:00
102079,150,0,0,10677,0,2024-12-09 00:00:00,NULL
102078,485,0,485,78016,0,2024-12-09 00:00:00,2024-12-19 00:00:00
102077,132.89,0,131.55,80950,1.34,2024-12-09 00:00:00,2024-12-16 00:00:00
102076,3700,7,3959,75176,0,2024-12-09 00:00:00,2024-12-20 00:00:00
102075,1200,7,0,77869,0,2024-12-09 00:00:00,NULL
102074,100,7,107,10411,0,2024-12-03 00:00:00,2024-12-04 00:00:00
102073,500,7,535,75665,0,2024-12-09 00:00:00,2024-12-23 00:00:00
102072,600,7,642,12289,0,2024-12-09 00:00:00,2024-12-16 00:00:00
102071,3000,7,3210,30082,0,2024-12-09 00:00:00,2024-12-16 00:00:00
102070,11500,7,12305,30082,0,2024-12-09 00:00:00,2024-12-16 00:00:00
102069,300,7,321,12572,0,2024-12-09 00:00:00,2025-01-24 00:00:00
102068,2000,7,2140,73287,0,2024-12-09 00:00:00,2025-01-10 00:00:00
102067,2000,7,2140,12407,0,2024-12-09 00:00:00,2025-01-29 00:00:00
102066,366,7,391.62,10292,0,2024-12-09 00:00:00,2024-12-10 00:00:00
102065,750,7,802.5,20996,0,2024-12-09 00:00:00,2024-12-16 00:00:00
102064,750,7,802.5,10256,0,2024-12-09 00:00:00,2024-12-12 00:00:00
102063,400,7,428,12020,0,2024-12-09 00:00:00,2024-12-24 00:00:00
102062,54,7,57.78,10292,0,2024-12-09 00:00:00,2024-12-10 00:00:00
102061,1900,7,2033,20213,0,2024-12-09 00:00:00,2025-01-09 00:00:00
102060,2000,7,2140,10838,0,2024-12-09 00:00:00,2025-01-07 00:00:00
102059,350,7,374.5,10383,0,2024-12-09 00:00:00,2024-12-19 00:00:00
102058,120,7,128.4,20197,0,2024-12-09 00:00:00,2024-12-10 00:00:00
102057,2950,7,3156.5,20038,0,2024-12-09 00:00:00,2025-01-03 00:00:00
102056,50,7,53.5,20893,0,2024-11-30 00:00:00,2024-12-12 00:00:00
102055,8500,7,9095,20608,0,2024-12-09 00:00:00,2024-12-19 00:00:00
102054,200,0,200,73250,0,2024-12-09 00:00:00,2024-12-20 00:00:00
102053,2200,0,2200,30137,0,2024-12-09 00:00:00,2024-12-20 00:00:00
102052,1404.13,0,1404.13,75564,0,2024-12-09 00:00:00,2024-12-02 00:00:00
102051,639.14,0,639.14,20943,0,2024-12-09 00:00:00,2024-12-04 00:00:00
102050,825,0,783.75,80467,41.25,2024-12-09 00:00:00,2024-12-30 00:00:00
102049,750,0,750,81157,0,2024-12-09 00:00:00,2024-12-10 00:00:00
102048,625,0,625,79026,0,2024-11-30 00:00:00,2025-03-14 00:00:00
102047,603.67,0,598.43,79180,5.24,2024-12-09 00:00:00,2024-12-12 00:00:00
102046,103.2,0,103.2,78096,0,2024-12-09 00:00:00,2025-02-10 00:00:00
102045,780,0,780,72824,0,2024-12-09 00:00:00,2025-01-23 00:00:00
102044,50,7,53.5,73303,0,2024-12-09 00:00:00,2025-01-08 00:00:00
102043,3787.8,0,3787.8,78096,0,2024-12-09 00:00:00,2025-02-20 00:00:00
102042,967.26,0,918.9,11525,48.36,2024-12-09 00:00:00,2024-12-19 00:00:00
102041,1500,7,1605,77543,0,2024-12-09 00:00:00,2024-12-18 00:00:00
102040,301.85,0,278.35,79699,23.5,2024-11-30 00:00:00,2024-12-09 00:00:00
102039,1067.17,0,1027.58,79705,39.59,2024-12-09 00:00:00,2025-01-14 00:00:00
102038,7114.46,0,6852.62,79705,261.84,2024-12-09 00:00:00,2025-01-14 00:00:00
102037,6971.01,0,6715.55,79705,255.46,2024-12-09 00:00:00,2025-01-14 00:00:00
102036,45,7,48.15,72963,0,2024-12-09 00:00:00,2024-12-18 00:00:00
102035,270,7,288.9,20137,0,2024-12-06 00:00:00,2024-12-11 00:00:00
102034,1206,7,1290.42,20213,0,2024-12-04 00:00:00,2024-12-05 00:00:00
102033,38.35,7,41.03,20122,0,2024-12-05 00:00:00,2024-12-09 00:00:00
102032,315,7,337.05,10383,0,2024-12-02 00:00:00,2024-12-05 00:00:00
102031,1324,7,1416.68,79666,0,2024-12-04 00:00:00,2024-12-04 00:00:00
102030,482.77,0,467.7,79945,15.07,2024-12-06 00:00:00,2025-02-07 00:00:00
102029,784.51,0,784.51,80028,0,2024-12-06 00:00:00,2024-12-24 00:00:00
102028,253.45,0,253.45,72851,0,2024-12-06 00:00:00,2025-02-05 00:00:00
102027,289.66,0,289.66,79945,0,2024-12-06 00:00:00,2025-01-15 00:00:00
102026,4070,7,4354.9,20020,0,2024-12-06 00:00:00,2024-12-20 00:00:00
102025,11998,7,12837.86,20005,0,2024-12-05 00:00:00,2024-12-05 00:00:00
102024,35,7,37.45,11981,0,2024-12-04 00:00:00,2024-12-06 00:00:00
102023,175,7,187.25,10495,0,2024-12-05 00:00:00,2024-11-06 00:00:00
102022,252.44,7,270.11,10775,0,2024-12-04 00:00:00,2024-12-09 00:00:00
102021,141,7,150.87,20005,0,2024-11-28 00:00:00,2024-12-05 00:00:00
102020,40,7,42.8,70658,0,2024-12-04 00:00:00,2024-12-04 00:00:00
102019,30,7,32.1,77247,0,2024-12-05 00:00:00,2024-12-16 00:00:00
102018,715,7,765.05,10249,0,2024-12-05 00:00:00,2024-12-11 00:00:00
102017,432,7,462.24,20288,0,2024-12-05 00:00:00,2024-12-06 00:00:00
102016,2944.2,0,2944.2,12209,0,2024-12-05 00:00:00,2025-01-31 00:00:00
102015,180,7,192.6,20524,0,2024-12-05 00:00:00,2024-12-16 00:00:00
102014,130,7,139.1,20524,0,2024-12-05 00:00:00,2024-12-11 00:00:00
102013,5842.01,0,5678.99,79705,163.02,2024-12-05 00:00:00,2025-01-07 00:00:00
102012,14035.66,0,13644.31,79705,391.35,2024-12-05 00:00:00,2025-01-07 00:00:00
102011,483.33,0,472.21,81177,11.12,2024-12-05 00:00:00,2025-02-06 00:00:00
102010,2496,7,0,72804,0,2024-12-05 00:00:00,NULL
102009,150,7,160.5,12512,0,2024-12-05 00:00:00,2024-12-09 00:00:00
102008,900,7,963,77295,0,2024-12-05 00:00:00,2025-04-01 00:00:00
102007,1692,0,1692,80876,0,2024-11-30 00:00:00,2024-12-12 00:00:00
102006,1436.76,0,1436.76,21048,0,2024-12-05 00:00:00,2024-12-20 00:00:00
102005,2000,0,2000,20223,0,2024-11-30 00:00:00,2025-01-13 00:00:00
102004,3189,0,3238.79,78841,-49.79,2024-11-30 00:00:00,2025-01-09 00:00:00
102003,225,0,225,79150,0,2024-11-30 00:00:00,2024-12-12 00:00:00
102002,1166.67,0,1166.67,79791,0,2024-11-30 00:00:00,2025-02-10 00:00:00
102001,350,0,350,79199,0,2024-11-30 00:00:00,2024-12-09 00:00:00
102000,1333.33,0,1333.33,78695,0,2024-11-30 00:00:00,2024-12-20 00:00:00
101999,400,7,428,80343,0,2024-11-30 00:00:00,2024-12-17 00:00:00
101998,240,0,240,80522,0,2024-11-30 00:00:00,2024-12-06 00:00:00
101997,2790,7,0,80718,0,2024-11-30 00:00:00,NULL
101996,600,0,600,80777,0,2024-11-30 00:00:00,2024-12-09 00:00:00
101995,800,0,800,79998,0,2024-11-30 00:00:00,2025-02-28 00:00:00
101994,1225,0,1225,79796,0,2024-11-30 00:00:00,2025-01-31 00:00:00
101993,266.4,0,213.99,80820,52.41,2024-12-04 00:00:00,2025-02-11 00:00:00
101992,0,7,0,79691,0,2024-12-04 00:00:00,NULL
101991,308.65,0,308.65,21023,0,2024-12-04 00:00:00,2024-12-16 00:00:00
101990,29,7,31.03,10238,0,2024-12-03 00:00:00,2024-12-11 00:00:00
101989,60,7,64.2,80245,0,2024-12-04 00:00:00,2024-12-11 00:00:00
101988,70,7,74.9,20348,0,2024-12-04 00:00:00,2024-12-13 00:00:00
101987,29,7,31.03,10233,0,2024-12-04 00:00:00,2024-12-11 00:00:00
101986,520,0,520,71984,0,2024-12-04 00:00:00,2024-12-20 00:00:00
101985,128,7,136.96,10231,0,2024-11-27 00:00:00,2024-11-27 00:00:00
101984,1784,7,1908.88,79666,0,2024-11-27 00:00:00,2024-11-27 00:00:00
101983,90,7,96.3,10375,0,2024-11-30 00:00:00,2024-12-03 00:00:00
101982,4701,7,5030.07,40003,0,2024-12-03 00:00:00,2024-12-04 00:00:00
101981,6000,7,6420,80924,0,2024-12-03 00:00:00,2024-12-12 00:00:00
101980,900,0,900,80336,0,2024-12-03 00:00:00,2024-12-10 00:00:00
101979,4124,0,3965.75,81167,158.25,2024-11-30 00:00:00,2025-01-08 00:00:00
101978,760,0,760,80706,0,2024-12-03 00:00:00,2024-12-11 00:00:00
101977,2000,0,2000,81170,0,2024-12-03 00:00:00,2025-01-14 00:00:00
101976,375,0,375,81097,0,2024-12-02 00:00:00,2024-12-13 00:00:00
101975,200,0,0,79630,0,2024-12-03 00:00:00,NULL
101974,145,0,145,81044,0,2024-12-02 00:00:00,2024-12-20 00:00:00
101973,4000,0,4000,80012,0,2024-12-02 00:00:00,2025-02-11 00:00:00
101972,700,0,700,80918,0,2024-12-02 00:00:00,2025-02-17 00:00:00
101971,1500,0,1500,80847,0,2024-12-02 00:00:00,2025-01-29 00:00:00
101970,208,0,208,79348,0,2024-12-02 00:00:00,2025-02-11 00:00:00
101969,2400,7,2568,20650,0,2024-12-02 00:00:00,2024-12-17 00:00:00
101968,1000,0,1000,75283,0,2024-12-02 00:00:00,2024-12-04 00:00:00
101967,100,0,100,80190,0,2024-12-02 00:00:00,2025-01-07 00:00:00
101966,800,7,856,10384,0,2024-12-02 00:00:00,2024-12-10 00:00:00
101965,1500,0,1500,10250,0,2024-12-02 00:00:00,2024-12-09 00:00:00
101964,391.66,0,392.19,78691,-0.53,2024-12-02 00:00:00,2024-12-09 00:00:00
101963,3600,7,3852,10154,0,2024-12-02 00:00:00,2025-01-07 00:00:00
101962,450,7,481.5,79994,0,2024-12-02 00:00:00,2024-12-04 00:00:00
101961,195,7,208.65,12053,0,2024-12-02 00:00:00,2024-12-09 00:00:00
101960,15555.2,0,15551.66,79741,3.54,2024-11-27 00:00:00,2025-03-03 00:00:00
101959,5500,0,5500,73760,0,2024-12-02 00:00:00,2024-12-20 00:00:00
101958,830,7,888.1,10290,0,2024-12-02 00:00:00,2024-12-12 00:00:00
101957,3480,0,3480,79806,0,2024-12-02 00:00:00,2024-12-12 00:00:00
101956,63,7,67.41,75685,0,2024-12-02 00:00:00,2024-12-10 00:00:00
101955,2800,0,2800,79803,0,2024-12-02 00:00:00,2024-12-17 00:00:00
101954,7500,0,7500,79584,0,2024-12-02 00:00:00,2024-12-20 00:00:00
101953,810,7,866.7,75685,0,2024-12-02 00:00:00,2024-12-10 00:00:00
101952,150,0,150,75903,0,2024-12-02 00:00:00,2025-01-15 00:00:00
101951,20,7,21.4,20485,0,2024-11-30 00:00:00,2024-12-04 00:00:00
101950,1300,7,1391,20697,0,2024-12-02 00:00:00,2025-01-13 00:00:00
101949,54,7,57.78,79475,0,2024-12-02 00:00:00,2024-12-12 00:00:00
101948,2500,7,2675,10049,0,2024-12-02 00:00:00,2024-12-30 00:00:00
101947,166,0,166,79560,0,2024-12-02 00:00:00,2025-02-06 00:00:00
101946,1000,7,1070,75752,0,2024-12-02 00:00:00,2024-12-04 00:00:00
101945,23000,7,24610,10039,0,2024-12-02 00:00:00,2024-12-17 00:00:00
101944,400,7,428,78020,0,2024-12-02 00:00:00,2024-12-13 00:00:00
101943,2500,7,2675,20827,0,2024-12-02 00:00:00,2024-12-18 00:00:00
101942,155.95,7,166.87,79210,0,2024-12-02 00:00:00,2024-12-04 00:00:00
101941,495,0,495,72631,0,2024-12-02 00:00:00,2025-01-08 00:00:00
101940,100,0,100,79148,0,2024-12-02 00:00:00,2025-01-08 00:00:00
101939,1200,0,1200,79149,0,2024-12-02 00:00:00,2025-01-08 00:00:00
101938,600,7,642,79041,0,2024-12-02 00:00:00,2024-12-18 00:00:00
101937,265.5,0,265.5,79279,0,2024-12-02 00:00:00,2024-12-16 00:00:00
101936,2100,0,2100,80832,0,2024-12-02 00:00:00,2024-12-24 00:00:00
101935,640.26,0,618.74,79641,21.52,2024-12-02 00:00:00,2025-01-09 00:00:00
101934,1500,19,1785,40003,0,2024-11-30 00:00:00,2024-12-04 00:00:00
101933,7958.13,19,9470.17,40003,0,2024-11-30 00:00:00,2024-12-04 00:00:00
101932,8371,0,8305.15,80318,65.85,2024-12-02 00:00:00,2024-12-24 00:00:00
101931,1700,7,1819,76875,0,2024-12-02 00:00:00,2024-12-30 00:00:00
101930,475,7,508.25,74026,0,2024-12-02 00:00:00,2024-12-03 00:00:00
101929,600,7,642,73561,0,2024-12-02 00:00:00,2024-12-13 00:00:00
101928,380,0,380,11194,0,2024-12-02 00:00:00,2024-12-06 00:00:00
101927,375,7,401.25,78666,0,2024-12-02 00:00:00,2024-12-06 00:00:00
101926,40,7,42.8,73303,0,2024-12-02 00:00:00,2025-01-08 00:00:00
101925,3000,0,3000,20013,0,2024-12-02 00:00:00,2025-03-05 00:00:00
101924,500,0,500,20013,0,2024-12-02 00:00:00,2024-12-19 00:00:00
101923,1100,0,1100,20013,0,2024-12-02 00:00:00,2024-12-19 00:00:00
101922,1400,7,1498,20013,0,2024-12-02 00:00:00,2024-12-19 00:00:00
101921,3600,7,3852,20013,0,2024-12-02 00:00:00,2024-12-19 00:00:00
101920,28500,7,30495,78468,0,2024-12-02 00:00:00,2024-12-12 00:00:00
101919,450,7,481.5,81169,0,2024-12-02 00:00:00,2024-12-03 00:00:00
101918,1260,7,1348.2,78107,0,2024-09-30 00:00:00,2024-09-30 00:00:00
101917,79230,0,79230,73105,0,2024-11-29 00:00:00,2025-01-28 00:00:00
101916,67200,0,67200,73105,0,2024-11-29 00:00:00,2025-01-28 00:00:00
101915,100,7,107,73972,0,2024-12-01 00:00:00,2025-02-07 00:00:00
101914,316,7,338.12,20743,0,2024-12-01 00:00:00,2024-12-04 00:00:00
101913,1550,0,1550,10616,0,2024-12-01 00:00:00,2024-12-31 00:00:00
101912,1700,7,1819,12603,0,2024-12-01 00:00:00,2024-12-12 00:00:00
101911,5750,7,6152.5,20267,0,2024-12-01 00:00:00,2024-12-06 00:00:00
101910,9500,7,10165,20731,0,2024-12-01 00:00:00,2025-02-14 00:00:00
101909,4800,7,5136,73221,0,2024-12-01 00:00:00,2024-12-04 00:00:00
101908,1950,7,2086.5,12132,0,2024-12-01 00:00:00,2024-11-28 00:00:00
101907,700,7,749,77680,0,2024-12-01 00:00:00,2024-12-17 00:00:00
101906,1750,7,1872.5,10952,0,2024-12-01 00:00:00,2024-12-05 00:00:00
101905,805,7,861.35,77174,0,2024-12-01 00:00:00,2024-12-10 00:00:00
101904,1250,7,1337.5,75745,0,2024-12-01 00:00:00,2024-12-20 00:00:00
101903,825,7,882.75,75611,0,2024-12-01 00:00:00,2024-12-18 00:00:00
101902,650,7,695.5,75254,0,2024-12-01 00:00:00,2024-12-06 00:00:00
101901,275,7,294.25,12324,0,2024-12-01 00:00:00,2024-12-19 00:00:00
101900,100,7,107,10349,0,2024-12-01 00:00:00,2025-01-21 00:00:00
101899,545.5,7,583.69,75232,0,2024-12-01 00:00:00,2024-12-06 00:00:00
101898,466,0,466,50286,0,2024-12-01 00:00:00,2024-12-12 00:00:00
101897,2639,0,2639,20993,0,2024-12-01 00:00:00,2024-12-12 00:00:00
101896,275,7,294.25,75279,0,2024-12-01 00:00:00,2024-12-10 00:00:00
101895,1300,7,1391,72874,0,2024-12-01 00:00:00,2024-12-12 00:00:00
101894,4600,0,4600,72120,0,2024-12-01 00:00:00,2024-12-19 00:00:00
101893,1350,7,1444.5,20639,0,2024-12-01 00:00:00,2024-12-06 00:00:00
101892,340,7,363.8,11480,0,2024-12-01 00:00:00,2024-12-06 00:00:00
101891,4000,7,0,20434,0,2024-12-01 00:00:00,NULL
101890,172,7,0,20361,0,2024-12-01 00:00:00,NULL
101889,4200,7,4494,20342,0,2024-12-01 00:00:00,2024-12-09 00:00:00
101888,1990,7,2129.3,10216,0,2024-12-01 00:00:00,2024-12-06 00:00:00
101887,525,7,561.75,72632,0,2024-12-01 00:00:00,2025-02-11 00:00:00
101886,1100,7,1177,20444,0,2024-12-01 00:00:00,2024-12-16 00:00:00
101885,3750,0,3750,10722,0,2024-12-01 00:00:00,2024-12-05 00:00:00
101884,13750,0,13750,10964,0,2024-12-01 00:00:00,2025-03-27 00:00:00
101883,7500,7,8025,20121,0,2024-12-01 00:00:00,2025-02-13 00:00:00
101882,2250,7,2407.5,12082,0,2024-12-01 00:00:00,2024-12-12 00:00:00
101881,169,7,180.83,12348,0,2024-12-01 00:00:00,2024-12-06 00:00:00
101880,3900,7,4173,12197,0,2024-12-01 00:00:00,2024-12-09 00:00:00
101879,20500,7,21935,12187,0,2024-12-01 00:00:00,2024-12-13 00:00:00
101878,2500,7,2675,10851,0,2024-12-01 00:00:00,2024-12-02 00:00:00
101877,13500,7,14445,20054,0,2024-12-01 00:00:00,2024-12-09 00:00:00
101876,800,7,856,81112,0,2024-11-28 00:00:00,2024-12-05 00:00:00
101875,7200,0,7200,78833,0,2024-11-28 00:00:00,2024-12-12 00:00:00
101874,6400,0,6400,77985,0,2024-11-28 00:00:00,2024-12-27 00:00:00
101873,605,7,647.35,12485,0,2024-11-27 00:00:00,2024-12-02 00:00:00
101872,257.5,7,275.53,79798,0,2024-11-27 00:00:00,2025-02-06 00:00:00
101871,320,7,342.4,20658,0,2024-11-27 00:00:00,2024-12-20 00:00:00
101870,1902,0,1818.16,81164,83.84,2024-11-27 00:00:00,2024-12-03 00:00:00
